OBJECTID,BOEM Lease Number,Project Name,Project Phase Number,Developer Name,Wind Turbine Identifier,Maximum Height (m),Maximum Megawatts,Maximum Rotor Diameter (m),Wind Turbine Model,Depth (m),Configuration Option Number,Installation Status,Notes,Longitude (NAD83),Latitude (NAD83),Northing,Easting,UTM Zone,Alternate location,x,y
915,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.05187209,39.20111808,4339523.41,581867.8886,18N,,-8243416.844,4750522.241
916,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.03917655,39.20275276,4339716.368,582962.207,18N,,-8242003.582,4750757.068
917,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.02648045,39.20438606,4339909.326,584056.5253,18N,,-8240590.257,4750991.7
918,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.01378378,39.20601796,4340102.283,585150.8437,18N,,-8239176.871,4751226.137
919,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.17979082,39.20148408,4339456.287,570821.9721,18N,,-8257656.696,4750574.817
920,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.16709793,39.20313274,4339649.245,571916.2905,18N,,-8256243.728,4750811.653
921,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.15440446,39.20478001,4339842.202,573010.6088,18N,,-8254830.698,4751048.294
922,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.14171042,39.20642589,4340035.16,574104.9272,18N,,-8253417.603,4751284.74
923,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.12901582,39.20807038,4340228.118,575199.2456,18N,,-8252004.446,4751520.993
924,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.11632064,39.20971348,4340421.076,576293.564,18N,,-8250591.226,4751757.052
925,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.10362491,39.21135519,4340614.034,577387.8824,18N,,-8249177.942,4751992.916
926,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.0909286,39.2129955,4340806.992,578482.2007,18N,,-8247764.596,4752228.585
927,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.07823174,39.21463443,4340999.95,579576.5191,18N,,-8246351.186,4752464.061
928,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.06553431,39.21627196,4341192.908,580670.8375,18N,,-8244937.715,4752699.341
929,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.05283631,39.2179081,4341385.865,581765.1558,18N,,-8243524.18,4752934.428
930,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.04013776,39.21954285,4341578.823,582859.4742,18N,,-8242110.583,4753169.32
931,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.02743864,39.22117621,4341771.781,583953.7926,18N,,-8240696.923,4753404.017
932,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.01473896,39.22280817,4341964.739,585048.111,18N,,-8239283.201,4753638.519
933,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.00203872,39.22443875,4342157.697,586142.4293,18N,,-8237869.417,4753872.827
934,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.19348087,39.21662326,4341125.785,569624.9209,18N,,-8259180.665,4752749.816
935,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.18078553,39.21827338,4341318.742,570719.2394,18N,,-8257767.426,4752986.912
936,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.16808962,39.21992211,4341511.7,571813.5578,18N,,-8256354.124,4753223.814
937,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.15539315,39.22156945,4341704.658,572907.8761,18N,,-8254940.758,4753460.522
938,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.1426961,39.2232154,4341897.616,574002.1945,18N,,-8253527.329,4753697.035
939,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.12999849,39.22485996,4342090.574,575096.5129,18N,,-8252113.836,4753933.354
940,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.1173003,39.22650313,4342283.532,576190.8312,18N,,-8250700.281,4754169.479
941,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.10460155,39.2281449,4342476.49,577285.1496,18N,,-8249286.662,4754405.409
942,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.09190224,39.22978528,4342669.447,578379.4679,18N,,-8247872.981,4754641.145
943,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.07920236,39.23142427,4342862.405,579473.7863,18N,,-8246459.236,4754876.686
944,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.06650192,39.23306187,4343055.363,580568.1047,18N,,-8245045.429,4755112.032
945,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.05380091,39.23469808,4343248.321,581662.4231,18N,,-8243631.558,4755347.184
946,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.04109934,39.23633289,4343441.279,582756.7415,18N,,-8242217.626,4755582.141
947,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.02839721,39.23796631,4343634.237,583851.0599,18N,,-8240803.63,4755816.904
948,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.01569451,39.23959834,4343827.194,584945.3783,18N,,-8239389.573,4756051.471
949,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.00299126,39.24122897,4344020.152,586039.6966,18N,,-8237975.452,4756285.844
950,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-73.99028745,39.24285821,4344213.11,587134.015,18N,,-8236561.27,4756520.022
951,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-73.97758308,39.24448605,4344406.068,588228.3334,18N,,-8235147.026,4756754.005
952,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.18178064,39.23506263,4343181.198,570616.5066,18N,,-8257878.202,4755399.576
953,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.16908173,39.23671143,4343374.156,571710.825,18N,,-8256464.564,4755636.545
954,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.15638224,39.23835884,4343567.114,572805.1433,18N,,-8255050.863,4755873.32
955,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.14368218,39.24000486,4343760.071,573899.4617,18N,,-8253637.099,4756109.9
956,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.13098155,39.24164949,4343953.029,574993.7801,18N,,-8252223.271,4756346.285
957,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.11828035,39.24329272,4344145.987,576088.0985,18N,,-8250809.38,4756582.476
958,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.10557859,39.24493456,4344338.945,577182.4168,18N,,-8249395.425,4756818.473
959,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.09287626,39.24657501,4344531.903,578276.7352,18N,,-8247981.408,4757054.274
960,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.08017337,39.24821407,4344724.861,579371.0536,18N,,-8246567.328,4757289.881
961,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.06746991,39.24985173,4344917.819,580465.372,18N,,-8245153.185,4757525.294
962,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.05476588,39.251488,4345110.776,581559.6904,18N,,-8243738.979,4757760.511
963,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.0420613,39.25312288,4345303.734,582654.0088,18N,,-8242324.71,4757995.533
964,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.02935615,39.25475636,4345496.692,583748.3271,18N,,-8240910.379,4758230.361
965,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.01665044,39.25638845,4345689.65,584842.6454,18N,,-8239495.986,4758464.993
966,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.00394416,39.25801914,4345882.608,585936.9639,18N,,-8238081.53,4758699.431
967,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-73.99123733,39.25964844,4346075.566,587031.2822,18N,,-8236667.011,4758933.674
968,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-73.97852994,39.26127635,4346268.524,588125.6006,18N,,-8235252.43,4759167.721
969,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.18277616,39.25185182,4345043.653,570513.7738,18N,,-8257989.022,4757812.81
970,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.17007423,39.25350069,4345236.611,571608.0922,18N,,-8256575.049,4758049.846
971,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.15737172,39.25514818,4345429.569,572702.4106,18N,,-8255161.013,4758286.688
972,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.14466865,39.25679426,4345622.527,573796.7289,18N,,-8253746.913,4758523.335
973,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.13196501,39.25843896,4345815.485,574891.0474,18N,,-8252332.749,4758759.787
974,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.1192608,39.26008226,4346008.443,575985.3658,18N,,-8250918.522,4758996.044
975,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.10655602,39.26172417,4346201.401,577079.6841,18N,,-8249504.232,4759232.107
976,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.09385067,39.26336469,4346394.358,578174.0024,18N,,-8248089.879,4759467.974
977,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.08114476,39.26500381,4346587.316,579268.3208,18N,,-8246675.463,4759703.647
978,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.06843828,39.26664154,4346780.274,580362.6392,18N,,-8245260.984,4759939.125
979,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.05573124,39.26827788,4346973.232,581456.9576,18N,,-8243846.442,4760174.408
980,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.04302363,39.26991282,4347166.19,582551.276,18N,,-8242431.837,4760409.496
981,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.03031546,39.27154636,4347359.148,583645.5943,18N,,-8241017.17,4760644.389
982,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.01760673,39.27317851,4347552.106,584739.9127,18N,,-8239602.44,4760879.087
983,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.00489744,39.27480927,4347745.063,585834.2311,18N,,-8238187.648,4761113.589
984,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-73.99218759,39.27643863,4347938.021,586928.5495,18N,,-8236772.793,4761347.897
985,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-73.97947717,39.27806659,4348130.979,588022.8678,18N,,-8235357.876,4761582.009
986,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.20918026,39.26533889,4346520.193,568222.4044,18N,,-8260928.315,4759751.825
987,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.19647646,39.26699062,4346713.151,569316.7227,18N,,-8259514.133,4759989.317
988,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.18377208,39.26864096,4346906.109,570411.0411,18N,,-8258099.888,4760226.615
989,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.17106713,39.27028991,4347099.067,571505.3595,18N,,-8256685.579,4760463.718
990,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.15836161,39.27193746,4347292.025,572599.6779,18N,,-8255271.207,4760700.627
991,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.14565552,39.27358362,4347484.982,573693.9962,18N,,-8253856.771,4760937.34
992,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.13294886,39.27522839,4347677.94,574788.3146,18N,,-8252442.271,4761173.859
993,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.12024163,39.27687176,4347870.898,575882.6329,18N,,-8251027.709,4761410.183
994,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.10753383,39.27851374,4348063.856,576976.9514,18N,,-8249613.082,4761646.312
995,OCS-A 0499,Mutual Project Overlap (Project 1 or 2),,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.09482547,39.28015432,4348256.814,578071.2697,18N,,-8248198.393,4761882.245
996,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.08211653,39.28179351,4348449.772,579165.5881,18N,,-8246783.641,4762117.984
997,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.06940704,39.2834313,4348642.73,580259.9065,18N,,-8245368.825,4762353.528
998,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.05669697,39.2850677,4348835.688,581354.2248,18N,,-8243953.947,4762588.877
999,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.04398634,39.2867027,4349028.645,582448.5432,18N,,-8242539.006,4762824.03
1000,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.03127515,39.28833631,4349221.603,583542.8616,18N,,-8241124.002,4763058.988
1001,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.0185634,39.28996852,4349414.561,584637.18,18N,,-8239708.936,4763293.751
1002,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.00585108,39.29159934,4349607.519,585731.4984,18N,,-8238293.807,4763528.319
1003,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-73.99313821,39.29322876,4349800.477,586825.8167,18N,,-8236878.616,4763762.691
1004,OCS-A 0499,Project 2,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-73.98042477,39.29485678,4349993.435,587920.1351,18N,,-8235463.362,4763996.868
1005,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.24829964,39.27716406,4347803.775,564836.7165,18N,,-8265283.065,4761452.217
1006,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.23559455,39.27882005,4347996.733,565931.0348,18N,,-8263868.74,4761690.361
1007,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.22288887,39.28047464,4348189.691,567025.3533,18N,,-8262454.351,4761928.311
1008,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.21018263,39.28212784,4348382.649,568119.6716,18N,,-8261039.898,4762166.065
1009,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.19747581,39.28377964,4348575.607,569213.99,18N,,-8259625.38,4762403.625
1010,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.18476841,39.28543005,4348768.565,570308.3083,18N,,-8258210.799,4762640.991
1011,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.17206044,39.28707907,4348961.522,571402.6267,18N,,-8256796.154,4762878.161
1012,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.1593519,39.28872669,4349154.48,572496.9451,18N,,-8255381.445,4763115.136
1013,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.14664279,39.29037292,4349347.438,573591.2635,18N,,-8253966.673,4763351.917
1014,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.13393311,39.29201776,4349540.396,574685.5819,18N,,-8252551.837,4763588.502
1015,OCS-A 0499,Project 1,,"Atlantic Shores Offshore Wind, LLC",,319.7000122,20,280,,,,Proposed,WTG have not yet been assigned unique IDs. The Wind Turbine Model has not been identified.,-74.12122286,39.2936612,4349733.354,575779.9002,18N,,-8251136.938,4763824.892
